Index Number,Cycle Number,Experiment Number,MS Level,Total Ion Current,Scan Start Time (min),Selected Ion m/z
36,16,2,2,66522.0673994924,0.427033333333,101.107551772272
37,16,3,2,32081.3520134393,0.444066666667,131.117740387246
38,17,1,1,220364.1159725,0.446083333333,
39,17,2,2,11825.083869591,0.4804,136.021580760376
40,18,1,1,176723.9101083,0.48245,
41,18,2,2,27327.0954096241,0.499816666667,145.133057110547
42,18,3,2,16092.5574165785,0.516866666667,164.117528169045
43,19,1,1,518423.5610104,0.518866666667,
44,19,2,2,194818.9973563,0.536283333333,112.021664254298
45,19,3,2,91691.1824046486,0.553316666667,389.968986437935
46,20,1,1,297848.1484134,0.555333333333,
47,20,2,2,11073.9998854805,0.5727,278.955192826047
48,20,3,2,3965.38986364114,0.58975,280.950759516016
49,21,1,1,233032.9763391,0.591766666667,
50,21,2,2,14752.3534739129,0.60915,142.122404670912
51,21,3,2,11890.9346543584,0.626183333333,273.206127636872
52,22,1,1,231445.988398,0.628216666667,
53,22,2,2,40230.108750203,0.6456,112.021303550083
54,22,3,2,13811.5542385884,0.662633333333,285.28976715209
55,23,1,1,236410.7981871,0.66465,
56,23,2,2,5676.3898700017,0.682016666667,99.091822462457
57,23,3,2,16107.7708526409,0.69905,128.106579436626
58,24,1,1,255075.4664892,0.701066666667,
59,24,2,2,20757.2075488185,0.71845,142.122096622755
60,24,3,2,27138.8499836535,0.735483333333,170.153593853824
61,25,1,1,257497.4845412,0.7375,
62,25,2,2,13996.5913248064,0.754883333333,273.205107338191
63,25,3,2,15186.8900215505,0.771933333333,285.289617488939
64,26,1,1,304764.7400226,0.77395,
65,26,2,2,5326.99616691788,0.791333333333,99.091542798303
66,26,3,2,17829.6908004113,0.808383333333,128.106826700765
67,27,1,1,308266.1818222,0.8104,
68,27,2,2,25097.5201516648,0.827833333333,142.122689892261
69,27,3,2,39600.245371178,0.844883333333,170.153689299061
70,28,1,1,319651.9435199,0.8469,
71,28,2,2,14893.9321054487,0.8643,273.205681956916
72,28,3,2,16832.1770523125,0.88135,285.28959592888
